22,    4,   108,       94,        2379,      16,    73,  3
18,    3,   70,        90,        2124,      13,    73,  3
19,    4,   122,       85,        2310,      18,    73,  1
21,    6,   155,       107,       2472,      14,    73,  1
26,    4,   98,        90,        2265,      15,    73,  2
15,    8,   350,       145,       4082,      13,    73,  1
16,    8,   400,       230,       4278,      9,     73,  1
29,    4,   68,        49,        1867,      19,    73,  2
24,    4,   116,       75,        2158,      15,    73,  2
20,    4,   114,       91,        2582,      14,    73,  2
19,    4,   121,       112,       2868,      15,    73,  2
15,    8,   318,       150,       3399,      11,    73,  1
24,    4,   121,       110,       2660,      14,    73,  2
20,    6,   156,       122,       2807,      13,    73,  3
11,    8,   350,       180,       3664,      11,    73,  1
20,    6,   198,       95,        3102,      16,    74,  1
21,    6,   200,       0,         2875,      17,    74,  1
19,    6,   232,       100,       2901,      16,    74,  1
15,    6,   250,       100,       3336,      17,    74,  1
31,    4,   79,        67,        1950,      19,    74,  3
26,    4,   122,       80,        2451,      16,    74,  1
32,    4,   71,        65,        1836,      21,    74,  3
25,    4,   140,       75,        2542,      17,    74,  1
16,    6,   250,       100,       3781,      17,    74,  1
16,    6,   258,       110,       3632,      18,    74,  1
18,    6,   225,       105,       3613,      16,    74,  1
16,    8,   302,       140,       4141,      14,    74,  1
13,    8,   350,       150,       4699,      14,    74,  1
14,    8,   318,       150,       4457,      13,    74,  1
14,    8,   302,       140,       4638,      16,    74,  1
14,    8,   304,       150,       4257,      15,    74,  1
29,    4,   98,        83,        2219,      16,    74,  2
26,    4,   79,        67,        1963,      15,    74,  2
26,    4,   97,        78,        2300,      14,    74,  2
31,    4,   76,        52,        1649,      16,    74,  3
32,    4,   83,        61,        2003,      19,    74,  3
28,    4,   90,        75,        2125,      14,    74,  1
24,    4,   90,        75,        2108,      15,    74,  2
26,    4,   116,       75,        2246,      14,    74,  2
24,    4,   120,       97,        2489,      15,    74,  3
26,    4,   108,       93,        2391,      15,    74,  3
31,    4,   79,        67,        2000,      16,    74,  2
19,    6,   225,       95,        3264,      16,    75,  1
18,    6,   250,       105,       3459,      16,    75,  1
15,    6,   250,       72,        3432,      21,    75,  1
15,    6,   250,       72,        3158,      19,    75,  1
16,    8,   400,       170,       4668,      11,    75,  1
15,    8,   350,       145,       4440,      14,    75,  1
16,    8,   318,       150,       4498,      14,    75,  1
14,    8,   351,       148,       4657,      13,    75,  1
17,    6,   231,       110,       3907,      21,    75,  1
16,    6,   250,       105,       3897,      18,    75,  1
15,    6,   258,       110,       3730,      19,    75,  1
18,    6,   225,       95,        3785,      19,    75,  1
21,    6,   231,       110,       3039,      15,    75,  1
20,    8,   262,       110,       3221,      13,    75,  1
13,    8,   302,       129,       3169,      12,    75,  1
29,    4,   97,        75,        2171,      16,    75,  3
23,    4,   140,       83,        2639,      17,    75,  1
20,    6,   232,       100,       2914,      16,    75,  1
23,    4,   140,       78,        2592,      18,    75,  1
24,    4,   134,       96,        2702,      13,    75,  3
25,    4,   90,        71,        2223,      16,    75,  2
24,    4,   119,       97,        2545,      17,    75,  3
18,    6,   171,       97,        2984,      14,    75,  1
29,    4,   90,        70,        1937,      14,    75,  2
19,    6,   232,       90,        3211,      17,    75,  1
23,    4,   115,       95,        2694,      15,    75,  2
23,    4,   120,       88,        2957,      17,    75,  2
22,    4,   121,       98,        2945,      14,    75,  2
25,    4,   121,       115,       2671,      13,    75,  2
33,    4,   91,        53,        1795,      17,    75,  3
28,    4,   107,       86,        2464,      15,    76,  2
25,    4,   116,       81,        2220,      16,    76,  2
25,    4,   140,       92,        2572,      14,    76,  1
26,    4,   98,        79,        2255,      17,    76,  1
27,    4,   101,       83,        2202,      15,    76,  2
17,    8,   305,       140,       4215,      13,    76,  1
16,    8,   318,       150,       4190,      13,    76,  1
15,    8,   304,       120,       3962,      13,    76,  1
14,    8,   351,       152,       4215,      12,    76,  1
22,    6,   225,       100,       3233,      15,    76,  1
22,    6,   250,       105,       3353,      14,    76,  1
24,    6,   200,       81,        3012,      17,    76,  1
22,    6,   232,       90,        3085,      17,    76,  1
29,    4,   85,        52,        2035,      22,    76,  1
24,    4,   98,        60,        2164,      22,    76,  1
29,    4,   90,        70,        1937,      14,    76,  2
33,    4,   91,        53,        1795,      17,    76,  3
20,    6,   225,       100,       3651,      17,    76,  1
18,    6,   250,       78,        3574,      21,    76,  1
18,    6,   250,       110,       3645,      16,    76,  1
17,    6,   258,       95,        3193,      17,    76,  1
29,    4,   97,        71,        1825,      12,    76,  2
32,    4,   85,        70,        1990,      17,    76,  3
28,    4,   97,        75,        2155,      16,    76,  3
26,    4,   140,       72,        2565,      13,    76,  1
20,    4,   130,       102,       3150,      15,    76,  2
13,    8,   318,       150,       3940,      13,    76,  1
19,    4,   120,       88,        3270,      21,    76,  2
19,    6,   156,       108,       2930,      15,    76,  3
16,    6,   168,       120,       3820,      16,    76,  2
16,    8,   350,       180,       4380,      12,    76,  1
13,    8,   350,       145,       4055,      12,    76,  1
13,    8,   302,       130,       3870,      15,    76,  1
13,    8,   318,       150,       3755,      14,    76,  1
31,    4,   98,        68,        2045,      18,    77,  3
30,    4,   111,       80,        2155,      14,    77,  1
36,    4,   79,        58,        1825,      18,    77,  2
25,    4,   122,       96,        2300,      15,    77,  1
33,    4,   85,        70,        1945,      16,    77,  3
17,    8,   305,       145,       3880,      12,    77,  1
17,    8,   260,       110,       4060,      19,    77,  1
15,    8,   318,       145,       4140,      13,    77,  1
15,    8,   302,       130,       4295,      14,    77,  1
17,    6,   250,       110,       3520,      16,    77,  1
20,    6,   231,       105,       3425,      16,    77,  1
19,    6,   225,       100,       3630,      17,    77,  1
18,    6,   250,       98,        3525,      19,    77,  1
16,    8,   400,       180,       4220,      11,    77,  1
15,    8,   350,       170,       4165,      11,    77,  1
15,    8,   400,       190,       4325,      12,    77,  1
16,    8,   351,       149,       4335,      14,    77,  1
29,    4,   97,        78,        1940,      14,    77,  2
24,    4,   151,       88,        2740,      16,    77,  1
26,    4,   97,        75,        2265,      18,    77,  3
25,    4,   140,       89,        2755,      15,    77,  1
30,    4,   98,        63,        2051,      17,    77,  1
